{ { -1.8855549, -0.27115378, 0.3716718, 426.4957684 } , { 1.13918118, 0.16382089, -0.22455009, -7.83048555 } , { -0.00005766, -0.00000829, 0.00001137, 3.05456309 } , { -0, -0, 0, 1 } }

216.86712047,629.42162014,3.04369968,1.0, ,237.8169,616.8171,3.04391, ,-20.94977953,12.604520139999977,-2.1031999999987505E-4, ,24.449277910799463
320.29713441,567.19245884,3.04473775,1.0, ,172.5217,372.5466,2.3541, ,147.77543441,194.64585883999996,0.69063775, ,244.38712396345093
1016.70603753,148.19013231,3.05170886,1.0, ,973.5663,579.7941,3.56894, ,43.13973753000005,-431.60396769,-0.5172311399999998, ,433.7548724890131
866.20294178,238.74270094,3.050205,1.0, ,842.3208,466.3941,3.05246, ,23.882141779999984,-227.65139906,-0.002254999999999896, ,228.90066883925965
513.35046477,451.04052699,3.04667342,1.0, ,665.7703,360.0,4.03256, ,-152.41983523,91.04052698999999,-0.9858865800000003, ,177.54198291814217
779.84430687,290.70157365,3.04934142,1.0, ,732.1398,218.1968,2.52364, ,47.70450686999993,72.50477365,0.5257014200000003, ,86.79250278526709
0.02156359,759.88721164,3.04152103,1.0, ,257.1753,143.3329,3.57123, ,-257.15373640999996,616.55431164,-0.5297089699999997, ,668.0325919766872
620.89348439,386.3362265,3.04775065,1.0, ,752.601,151.3759,3.76132, ,-131.70751560999997,234.9603265,-0.7135693500000002, ,269.35800318231173
1098.48418781,98.98686065,3.05252539,1.0, ,1091.934,102.9279,3.05246, ,6.550187810000125,-3.941039349999997,6.539000000005402E-5, ,7.644393468994023
896.96397032,220.2348712,3.05051249,1.0, ,949.4745,289.7345,4.20344, ,-52.51052967999999,-69.49962880000004,-1.1529275099999996, ,87.11419730707085
340.35171719,555.12650177,3.04493894,1.0, ,237.8169,616.8171,3.04391, ,102.53481718999998,-61.69059822999998,0.0010289400000003113, ,119.66251980975794
306.86030609,575.2768002,3.04460293,1.0, ,172.5217,372.5466,2.3541, ,134.33860608999998,202.7302002,0.6905029300000001, ,243.2012992433071
1009.94687169,152.2568986,3.05164135,1.0, ,973.5663,579.7941,3.56894, ,36.38057169000001,-427.53720139999996,-0.5172986499999999, ,429.0825936522346
870.71412372,236.02848277,3.0502501,1.0, ,842.3208,466.3941,3.05246, ,28.393323720000012,-230.36561722999997,-0.002209899999999987, ,232.10880732645893
515.89030242,449.51241131,3.04669887,1.0, ,665.7703,360.0,4.03256, ,-149.87999758,89.51241131,-0.98586113, ,174.57794068919208
784.92236365,287.64629516,3.04939222,1.0, ,732.1398,218.1968,2.52364, ,52.78256364999993,69.44949516000003,0.5257522200000002, ,87.23249290741379
38.4634082,736.75865244,3.04190749,1.0, ,257.1753,143.3329,3.57123, ,-218.7118918,593.42575244,-0.5293225100000001, ,632.447069291996
616.01417956,389.27191123,3.04770179,1.0, ,752.601,151.3759,3.76132, ,-136.58682044,237.89601123,-0.7136182099999999, ,274.31912242496463
1088.37685651,105.06812008,3.05242449,1.0, ,1091.934,102.9279,3.05246, ,-3.557143490000044,2.140220080000006,-3.551000000001636E-5, ,4.151362643825023
916.11261867,208.71379459,3.05070387,1.0, ,949.4745,289.7345,4.20344, ,-33.361881330000074,-81.02070541000003,-1.1527361299999996, ,87.62818400261655

x Error = 89.016051092
y Error = 197.5387282675
z Error = 0.5118279779999999
Mean Error = 225.6193503416382
