DLT - 10,DLT - 20,DLT - 30,DLT - 40,DLT - 50,DLT - 60,DLT - 70,DLT2 - 10,DLT2 - 20,DLT2 - 30,DLT2 - 40,DLT2 - 50,DLT2 - 60,DLT2 - 70,LS - 10,LS - 20,LS - 30,LS - 40,LS - 50,LS - 60,LS - 70,ES - 10,ES - 20,ES - 30,ES - 40,ES - 50,ES - 60,ES - 70,RS2 - DLT - 70,RS2 - DLT2 - 70,RS2 - LS - 70,
270.5931819151694,276.65576280447726,278.7665100369247,278.2342783171818,279.26242299606275,280.25025457298864,280.99449535129804,270.5931819151694,276.65576280447726,278.7665100369247,278.2342783171818,279.26242299606275,280.25025457298864,280.99449535129804,270.1695159891814,275.78118438868404,277.6903065278757,277.4032430292217,278.5281720369823,279.4426155749707,280.61345902240146,328.54064809998926,258.81084287645785,301.26982289672833,262.2897070654276,308.02297086096735,256.9945524813158,258.51413944114466,633.4341779124898,633.4341779124898,271509.67221933894,
72.96808556266761,71.68144295772056,70.6676586049372,69.7198396928527,69.98415486943453,71.06236941745935,73.10307442984225,72.96808556266761,71.68144295772056,70.6676586049372,69.7198396928527,69.98415486943453,71.06236941745935,73.10307442984225,121.54780378243497,127.35875273592255,129.68093283801318,129.07110963585416,129.41708492514522,130.84238385845345,131.96919618816545,222.35565607767765,156.4633449648021,184.1771257197884,158.53037218426573,189.7796602393856,7.875453307224788,6.106084024941543,579.4892000580925,579.4892000580925,292614.4201093177,
62.15868046304346,64.44170197836019,62.42506153702148,57.160069052491615,54.119150208068376,53.48649032466346,52.94968220678014,62.15868046304346,64.44170197836019,62.42506153702148,57.160069052491615,54.119150208068376,53.48649032466346,52.94968220678014,29.604642251247473,30.41045951246792,33.98549485242217,32.27087536289279,31.696519450297803,31.42594095997982,31.406848542749895,164.9771442813866,11.480288750819252,30.876208606002173,11.481510790880339,11.324168015157639,17.295961611576423,2.4527414380974064,435.1220035827769,435.1220035827769,423989.2465828611,
25.222506267145512,21.95297401003225,18.053469213129887,18.123912301628536,17.58061457003613,17.106823210249015,18.53494515542851,25.222506267145512,21.95297401003225,18.053469213129887,18.123912301628536,17.58061457003613,17.106823210249015,18.53494515542851,78.79910739932991,75.78089552061493,70.87684914193994,70.05145208590922,68.9560784336064,68.82534200676447,69.34902547807178,83.46479798704976,66.26640977738012,43.82038903557282,65.93201023924048,60.70180787814302,120.33516940360703,193.03160006066744,271.4362774241197,271.4362774241197,92121.78405850194,
53.255376045298064,52.705414992195934,51.178566475264745,49.308997718729316,46.607795923689395,45.34269830040005,46.660948225457076,53.255376045298064,52.705414992195934,51.178566475264745,49.308997718729316,46.607795923689395,45.34269830040005,46.660948225457076,67.23956767354967,67.20553619340353,71.04155261585984,71.40609076274767,69.77566461343902,68.58249925287856,68.71263940816381,144.46906879165834,8.240015267004281,4.980317488324168,7.843130188677694,178.7672716067792,18.537446947168746,50.51701010784244,156.37785814758183,156.37785814758183,84.19408105302915,
64.34981055929528,67.05254007471702,61.303163378943125,60.666263078951566,58.3486603846124,58.00374416200994,60.20055975292775,64.34981055929528,67.05254007471702,61.303163378943125,60.666263078951566,58.3486603846124,58.00374416200994,60.20055975292775,81.30234751445764,80.05412381617617,75.04497679657717,74.14906013336152,73.69272966885507,73.26636366882173,75.02854961651379,20.312453623165,60.857573968544244,10.136235344067105,58.58165348410443,11.249914427202011,150.2313910366487,303.1667339035987,6.107876557591833,6.107876557591833,33.46472639864815,
25.03016297761423,26.462651207223562,25.67698982890274,28.37121550777367,26.931032215806482,26.157743972335723,26.55603227138083,25.03016297761423,26.462651207223562,25.67698982890274,28.37121550777367,26.931032215806482,26.157743972335723,26.55603227138083,66.90920551787042,60.30781458492398,62.21255127380881,66.62320645912557,67.2484110097969,65.20226985067985,64.20501997396937,36.27382273091811,44.882270235189225,48.66230143165451,43.920698208813015,191.36551592036466,104.23994858019375,120.11961082752391,478.20200963046375,478.20200963046375,623818.1799499653,
25.954553962350772,24.961334095195863,22.665746959094875,21.472790278176284,21.674517459955595,21.550596459475496,22.430034343288106,25.954553962350772,24.961334095195863,22.665746959094875,21.472790278176284,21.674517459955595,21.550596459475496,22.430034343288106,62.20902390997298,60.261781583856845,59.740612829860964,62.43321752120801,61.64092765355827,62.38992428242029,59.87177963060713,66.22959264889671,129.98281189513915,177.5079153193148,129.67076587983138,56.253690508629504,146.20100507680584,57.90183215327475,121.67189698569796,121.67189698569796,548.6378708211978,
16.568214824245047,8.43877287313595,2.031519943869331,2.741552004850248,3.4404975426242115,3.1830329840545315,4.786211018415362,16.568214824245047,8.43877287313595,2.031519943869331,2.741552004850248,3.4404975426242115,3.1830329840545315,4.786211018415362,85.82410637371363,84.13548125819479,76.18108580364787,71.536554942812,71.27872025525737,71.15568163513541,76.9219249336712,42.015349557464766,53.841731980077306,34.58704843871582,53.48182956711713,28.80068908296735,59.76799819452973,381.55591894131226,378.0461985474343,378.0461985474343,149279.05958973028,
55.298206255808005,54.0648663384606,52.00698305899574,54.18747730867641,54.51612593501254,54.50946376737308,56.350063004192,55.298206255808005,54.0648663384606,52.00698305899574,54.18747730867641,54.51612593501254,54.50946376737308,56.350063004192,135.0099577903369,135.6243152106561,136.31564853886488,141.34706912152458,141.5174688293463,141.56640129063086,138.7371667129926,14.008191181027932,189.4513910677013,232.06943282922813,187.75938450173754,37.520985201933435,291.02559100682555,95.23484970806577,228.90972064672218,228.90972064672218,219576.55343293777,

57.28328934821909,57.16482158825404,55.271929975595945,54.86632981847195,53.91571511261518,53.56920774826558,54.58694368481692,57.28328934821909,57.16482158825404,55.271929975595945,54.86632981847195,53.91571511261518,53.56920774826558,54.58694368481692,88.86343210186028,87.78766305161912,87.21300556073473,87.59410366608539,87.11346530296338,86.86835413237604,87.09649997005216,94.18699642456725,86.00486985725547,95.37228564587,85.51070171395267,95.10978706612241,114.45885067747267,138.1699992404448,328.0112496153063,328.0112496153063,206806.95961278456,
