0.99594,0.00446,-0.08992,-0.02556,0.97168,-0.23491,0.08633,0.23626,0.96785,42.3246,-130.2778,1012.8879,153.2809,22.8637,772.289,198.0268,616.8172,3.04391
0.92671,0.01461,-0.37549,-0.10485,0.96961,-0.22104,0.36085,0.24421,0.90008,64.4769,-148.3246,1063.5921,153.3138,22.7906,772.5271,1004.892,579.7941,3.56894
0.95364,0.0325,-0.29919,-0.08408,0.98334,-0.16119,0.28896,0.17887,0.94048,16.9637,-168.7249,1097.2445,153.3624,22.7592,772.4333,651.0801,360.0417,4.03256
0.98617,0.0254,-0.16376,-0.04045,0.99519,-0.08924,0.16071,0.09463,0.98246,14.7083,-168.8395,1061.9284,153.3744,22.801,772.5304,264.2614,143.3329,3.57123
0.92056,0.06399,-0.38532,-0.09291,0.99405,-0.05689,0.37939,0.08817,0.92103,76.8687,-158.3242,1020.0177,153.4112,22.887,772.7979,1068.491,102.9279,3.05246
0.93088,0.0543,0.36126,0.02564,0.97674,-0.21287,-0.36442,0.20742,0.90784,-107.9188,-110.2118,957.456,-122.9313,42.6577,693.9548,198.0268,616.8172,3.04391
0.99327,0.05746,0.10059,-0.0353,0.97714,-0.20963,-0.11033,0.20467,0.97259,-55.2235,-122.5341,989.3086,-122.9696,42.6187,694.007,1004.892,579.7941,3.56894
0.97639,0.04886,0.21042,-0.0159,0.98769,-0.15559,-0.21543,0.14858,0.96515,-70.5938,-150.0763,1043.0097,-122.9812,42.5903,694.0201,651.0801,360.0417,4.03256
0.95044,0.0157,0.31052,0.01174,0.9962,-0.08631,-0.31069,0.08567,0.94664,-103.7704,-153.6011,1015.6535,-122.957,42.6048,694.0949,264.2614,143.3329,3.57123
0.99851,0.04671,0.02833,-0.04519,0.99763,-0.05195,-0.03069,0.05059,0.99825,-80.0355,-139.9622,964.0206,-122.973,42.6244,694.0964,1068.491,102.9279,3.05246
0.99786,0.02843,-0.05894,-0.03926,0.98067,-0.19168,0.05235,0.19358,0.97969,5.4898,-187.0352,1127.8306,111.7687,-44.2311,868.784,198.0268,616.8172,3.04391
0.95327,0.03686,-0.29987,-0.0976,0.97689,-0.19018,0.28592,0.21056,0.93483,48.5098,-204.4631,1164.5581,111.7866,-44.2775,868.6605,1004.892,579.7941,3.56894
0.97768,0.03778,-0.20667,-0.07211,0.98428,-0.16121,0.19733,0.17251,0.96504,10.2953,-235.6156,1196.0143,111.7514,-44.4103,868.2074,651.0801,360.0417,4.03256
0.99336,0.0363,-0.10914,-0.04799,0.99316,-0.10645,0.10453,0.11098,0.98831,-13.8263,-240.9353,1166.8148,111.756,-44.4171,868.2146,264.2614,143.3329,3.57123
0.94129,0.05816,-0.33254,-0.08395,0.99443,-0.06371,0.32698,0.08789,0.94093,50.3851,-228.3954,1122.0303,111.7412,-44.3994,868.2094,1068.491,102.9279,3.05246
0.91134,0.06584,0.40635,0.03411,0.97165,-0.23394,-0.41023,0.22706,0.88326,-111.2947,-194.1903,1127.4251,-141.4461,-33.9253,860.8677,198.0268,616.8172,3.04391
0.98463,0.06687,0.16136,-0.02879,0.97332,-0.22765,-0.17228,0.2195,0.96028,-53.0352,-205.5499,1153.0369,-141.4638,-34.0255,860.6938,1004.892,579.7941,3.56894
0.9632,0.05371,0.26336,-0.00912,0.9858,-0.16769,-0.26863,0.15912,0.95001,-67.932,-231.8624,1207.9614,-141.5089,-34.099,860.478,651.0801,360.0417,4.03256
0.93532,0.03214,0.35235,0.01535,0.99124,-0.13117,-0.35348,0.12809,0.92663,-110.9756,-243.7845,1169.8334,-141.5111,-34.1042,860.4439,264.2614,143.3329,3.57123
0.99136,0.05918,0.11705,-0.04672,0.99322,-0.10646,-0.12256,0.10008,0.9874,-80.0846,-227.1668,1104.0364,-141.4843,-34.0301,860.5709,1068.491,102.9279,3.05246
0.99083,0.03163,0.13136,-0.00578,0.98124,-0.1927,-0.13499,0.19017,0.97243,-54.4364,-118.935,1050.1779,-3.1625,26.2413,789.9166,198.0268,616.8172,3.04391
0.9957,0.0442,-0.08144,-0.05932,0.97924,-0.19382,0.07118,0.19781,0.97765,5.5787,-134.4629,1090.5542,-3.159,26.2269,790.0366,1004.892,579.7941,3.56894
0.99841,0.04938,0.02714,-0.04416,0.98492,-0.16726,-0.03499,0.1658,0.98554,-20.7871,-169.0627,1132.7599,-3.2267,26.0625,789.3366,651.0801,360.0417,4.03256
0.98744,0.0334,0.15442,-0.01369,0.99181,-0.12696,-0.1574,0.12325,0.97981,-41.9026,-177.9477,1094.9509,-3.2035,26.0736,789.4581,264.2614,143.3329,3.57123
0.99697,0.04543,-0.06307,-0.05126,0.99423,-0.09427,0.05843,0.09722,0.99355,11.1422,-163.5528,1038.1372,-3.2183,26.1033,789.5098,1068.491,102.9279,3.05246
0.99807,0.02344,-0.05747,-0.03584,0.97365,-0.22523,0.05068,0.22685,0.97261,4.0587,-147.7862,1187.5778,108.2102,3.4988,940.3811,198.0268,616.8172,3.04391
0.95096,0.01897,-0.30872,-0.09102,0.97109,-0.2207,0.2956,0.23797,0.9252,44.0023,-164.9524,1231.1098,108.2138,3.5024,940.4177,1004.892,579.7941,3.56894
0.97792,0.03033,-0.20677,-0.0654,0.98413,-0.16497,0.19848,0.17485,0.96438,8.2779,-187.8361,1267.1697,108.1836,3.5067,940.4046,651.0801,360.0417,4.03256
0.99606,0.01934,-0.08655,-0.03095,0.99038,-0.13489,0.0831,0.13704,0.98707,-6.6491,-203.3838,1230.5961,108.1792,3.5261,940.5007,264.2614,143.3329,3.57123
0.96031,0.05625,-0.2732,-0.08007,0.99382,-0.07685,0.26719,0.09568,0.95888,64.673,-180.0392,1184.787,108.1814,3.5313,940.5211,1068.491,102.9279,3.05246
0.99765,0.03421,0.05937,-0.02059,0.97607,-0.2165,-0.06535,0.21476,0.97448,-4.1914,-109.0371,899.6414,68.6024,42.375,634.8509,198.0268,616.8172,3.04391
0.98117,0.05558,-0.18497,-0.08648,0.98276,-0.16339,0.1727,0.17631,0.96907,41.6521,-109.9304,944.1519,68.6229,42.1985,635.6046,1004.892,579.7941,3.56894
0.99705,0.03629,-0.06769,-0.04435,0.99158,-0.12165,0.0627,0.12429,0.99026,18.073,-137.0702,988.3954,68.6321,42.1787,635.6486,651.0801,360.0417,4.03256
0.99893,0.03191,0.03337,-0.02967,0.99741,-0.06558,-0.03537,0.06452,0.99729,-9.1841,-144.5732,956.8488,68.664,42.1763,635.7908,264.2614,143.3329,3.57123
0.97748,0.0645,-0.20094,-0.07287,0.99674,-0.03455,0.19806,0.04841,0.97899,43.2692,-135.0496,905.0149,68.7276,42.1392,636.3865,1068.491,102.9279,3.05246
